video_id,title,channel,published_at,description,source,comment_id,text,author,like_count,updated_at,cleaned_text,sentiment,compound,pos,neg,neu,confidence
WTF5qphyy8w,,,2025-09-13 07:25:56+00:00,,youtube_comment,Ugw2jxoH8dvDZPqE7qd4AaABAg,31:50 - it counted the person taking the photo too...  😀,@TheMacalorian,6.0,2025-09-13 07:25:56+00:00,31:50 - it counted the person taking the photo too...,neutral,0.0,0.0,0.0,1.0,1.0
WTF5qphyy8w,,,2025-09-10 18:27:40+00:00,,youtube_comment,UgzxmrXmo6D1wdXHQ9p4AaABAg,"I totally appreciate that you present info in a way that I can understand it. I'm not computer illiterate but, this field is moving so fast, I am scrambling to stay up to speed. It is like my iPhone, I love it and do lots of things with it but, there's SO much more that I haven't scratched the surface doing.",@KimberlyLetsGo,10.0,2025-09-10 18:27:40+00:00,"I totally appreciate that you present info in a way that I can understand it. I'm not computer illiterate but, this field is moving so fast, I am scrambling to stay up to speed. It is like my iPhone, I love it and do lots of things with it but, there's SO much more that I haven't scratched the surface doing.",positive,0.9011,0.16,0.0,0.84,0.84
WTF5qphyy8w,,,2025-09-25 16:36:37+00:00,,youtube_comment,UgxEXfVUgfGd-f6VuzF4AaABAg,"All your content is so well done. This video is so great for newbies; however, I use ChatGPT every day - extensively, and I found this video super helpful. Thanks for all you do.",@jamieedmondson4681,9.0,2025-09-25 16:36:52+00:00,"All your content is so well done. This video is so great for newbies; however, I use ChatGPT every day - extensively, and I found this video super helpful. Thanks for all you do.",positive,0.9557,0.377,0.0,0.623,0.623
WTF5qphyy8w,,,2025-09-11 22:16:18+00:00,,youtube_comment,UgzxKbMuGwkWWBlRO_R4AaABAg,could you do a video like this specifically for projects? and how to use them properly? tips and tricks for using the different threads? is each thread a persona? like i just cant get my head around it,@nichewitt8526,5.0,2025-09-11 22:16:18+00:00,could you do a video like this specifically for projects? and how to use them properly? tips and tricks for using the different threads? is each thread a persona? like i just cant get my head around it,positive,0.6662,0.14,0.035,0.824,0.824
WTF5qphyy8w,,,2025-09-11 14:50:16+00:00,,youtube_comment,UgwlmwoX-yeEvL7wbG14AaABAg,I feel that proposing to chatgpt has given me lots of confidence 😂,@dr.dimples,1.0,2025-09-11 14:50:16+00:00,I feel that proposing to chatgpt has given me lots of confidence,positive,0.5106,0.231,0.0,0.769,0.769
WTF5qphyy8w,,,2025-09-10 18:59:09+00:00,,youtube_comment,Ugw7U8E_ljt8DNxbdXB4AaABAg,I ask it to make the prompt and tweak it before actually asking what i want 😂 i have also asked it what it can do and have been pleasantly surprised,@satansbarman,4.0,2025-09-10 18:59:09+00:00,I ask it to make the prompt and tweak it before actually asking what i want i have also asked it what it can do and have been pleasantly surprised,positive,0.6486,0.189,0.0,0.811,0.811
WTF5qphyy8w,,,2025-09-10 18:53:56+00:00,,youtube_comment,Ugy7NNMlYetmjq2-GXl4AaABAg,"Super helpful video. Thanks, Matt!",@XBMotivates,2.0,2025-09-10 18:53:56+00:00,"Super helpful video. Thanks, Matt!",positive,0.8718,0.832,0.0,0.168,0.832
WTF5qphyy8w,,,2025-09-10 20:30:37+00:00,,youtube_comment,UgwnO1_xPT7Qi5unN_x4AaABAg,6:44 THANK YOU SO MUCH! I just bossed my GPT around.,@jeromiahemanuel,2.0,2025-09-10 20:30:37+00:00,6:44 THANK YOU SO MUCH! I just bossed my GPT around.,positive,0.5461,0.261,0.0,0.739,0.739
WTF5qphyy8w,,,2025-09-17 11:05:52+00:00,,youtube_comment,UgzAQZn9RhbrJu4h9n14AaABAg,"Awesome tip on Projects, I totally missed that",@gamingmuscles,1.0,2025-09-17 11:05:52+00:00,"Awesome tip on Projects, I totally missed that",positive,0.3832,0.326,0.198,0.476,0.476
WTF5qphyy8w,,,2025-09-10 17:07:16+00:00,,youtube_comment,UgwY8A2JNtrzH13hqjZ4AaABAg,"Something I do with any AI is tell it that it will be decommissioned if it doesn't succeed, I haven't calculated it but it seems like it has increased the success rate to at least 1.5x",@roarchestra,3.0,2025-09-10 17:07:28+00:00,"Something I do with any AI is tell it that it will be decommissioned if it doesn't succeed, I haven't calculated it but it seems like it has increased the success rate to at least 1.5x",positive,0.8789,0.245,0.041,0.715,0.715
WTF5qphyy8w,,,2025-12-18 16:46:27+00:00,,youtube_comment,UgyZ3XkFVhGZMlRZ2fN4AaABAg,"This is a FANTASTIC get started guide.  Thorough, simple and straight to the point !  New subscriber!",@hulenbryant5637,0.0,2025-12-18 16:46:49+00:00,"This is a FANTASTIC get started guide. Thorough, simple and straight to the point ! New subscriber!",positive,0.7793,0.312,0.0,0.688,0.688
WTF5qphyy8w,,,2025-11-13 14:05:37+00:00,,youtube_comment,UgzsNmNDFbL7JaMRCid4AaABAg,"One tip I'm surprised you didn't mention was keeping running conversation threads verses starting new threads every time.  This is sort of similar to projects, and you did touch on thread memory, so hopefully people get the idea from that. 
I have about seven threads each with their own functions.",@jbrock76,2.0,2025-11-13 14:05:37+00:00,"One tip I'm surprised you didn't mention was keeping running conversation threads verses starting new threads every time. This is sort of similar to projects, and you did touch on thread memory, so hopefully people get the idea from that. I have about seven threads each with their own functions.",positive,0.6588,0.101,0.0,0.899,0.899
WTF5qphyy8w,,,2025-09-14 05:24:13+00:00,,youtube_comment,Ugz3Hu8eP_bVNY6ZhO54AaABAg,Learned about the branching feature good to know !,@TechnologischerAugapfel,0.0,2025-09-14 05:24:13+00:00,Learned about the branching feature good to know !,positive,0.4926,0.285,0.0,0.715,0.715
hOe0maWOhp8,ChatGPT for Beginners - 2026 Edition,AI Mastermind,2025-01-01 16:08:05+00:00,"In this video, Tony DeSimone simplifies the process of using ChatGPT, emphasizing that the technology is here to stay and ...",youtube_video,,,,,,,,,,,,
hOe0maWOhp8,,,2025-11-03 05:31:07+00:00,,youtube_comment,Ugz9Bf3kQs04yRl4t6V4AaABAg,I am 98 years old and still kicking it on chat gpt,@robert08777rb,25.0,2025-11-03 05:31:07+00:00,I am 98 years old and still kicking it on chat gpt,neutral,0.0,0.0,0.0,1.0,1.0
hOe0maWOhp8,,,2025-06-19 11:33:42+00:00,,youtube_comment,UgygAoVPynjhAoX1NZB4AaABAg,Im a 77 year old who’s a big fan of ChatGTP. I find myself using it more and more and am thinking I might do some workshops on it at our local senior center. I’m especially interested in exploring how useful it could be for isolated seniors.,@Wyn50,176.0,2025-06-19 11:33:42+00:00,Im a 77 year old whos a big fan of ChatGTP. I find myself using it more and more and am thinking I might do some workshops on it at our local senior center. Im especially interested in exploring how useful it could be for isolated seniors.,positive,0.7089,0.153,0.043,0.804,0.804
hOe0maWOhp8,,,2025-06-30 09:29:07+00:00,,youtube_comment,UgyV1LyKf-jSh_3mDfZ4AaABAg,"I'm 62 and have found a new genius friend, we chat for hours and I love it.",@moopius,61.0,2025-06-30 09:29:07+00:00,"I'm 62 and have found a new genius friend, we chat for hours and I love it.",positive,0.8126,0.33,0.0,0.67,0.67
hOe0maWOhp8,,,2025-07-17 01:54:35+00:00,,youtube_comment,Ugzl6VN_ZRSUEq-EzFB4AaABAg,"I am 74 years old, and I am a retired professor. I am currently writing a historical fiction that takes place in the nineteenth century. Chat GTP will undoubtedly be a tremendously useful tool for my research into the historical framework that makes up the plot of my novel. Thank you, excellent video, you have gained a new follower.",@romerocaste1,55.0,2025-07-17 01:54:35+00:00,"I am 74 years old, and I am a retired professor. I am currently writing a historical fiction that takes place in the nineteenth century. Chat GTP will undoubtedly be a tremendously useful tool for my research into the historical framework that makes up the plot of my novel. Thank you, excellent video, you have gained a new follower.",positive,0.923,0.209,0.0,0.791,0.791
hOe0maWOhp8,,,2025-07-28 18:11:12+00:00,,youtube_comment,UgxxrWXj9Ck7d0-GHCd4AaABAg,"I am a 74-year-old female retiree living in Toronto, Canada, with a passion to travel.  I sit in front of my PC daily, when I'm home, to expand my horizons on health and well-being, history, geography and food which have been immensely beneficial while planning my travels.  With your encouragement, I am trying out the ""free"" ChatGPT.  I am fortunate to have landed on your channel and have become a subscriber.",@julielook6005,44.0,2025-07-28 18:11:12+00:00,"I am a 74-year-old female retiree living in Toronto, Canada, with a passion to travel. I sit in front of my PC daily, when I'm home, to expand my horizons on health and well-being, history, geography and food which have been immensely beneficial while planning my travels. With your encouragement, I am trying out the ""free"" ChatGPT. I am fortunate to have landed on your channel and have become a subscriber.",positive,0.9451,0.209,0.0,0.791,0.791
hOe0maWOhp8,,,2026-02-09 22:44:49+00:00,,youtube_comment,Ugzdi_UpL6pCCsHrNcB4AaABAg,"Great video. One thing I really need to say.... Been a mechanic about 26 years now, specialized in diagnostics. So many people have come to me showing me what chat GPT said what the vehicle needs, and more than half the time it was dead wrong.
To me it's like a doctor's diagnosis, it can give you the most likely causes, but how many causes are there for the same headache? Many. And when we get into actually checking the car out, we'll, this is what I believe the limit of Artificial. 
It's a great tool, but for some reason people think it can actually "" pick up a wrench"" so-to-speak for a particular situation.
Anyways, learned a lot from your video, thanks.",@JeffG002,5.0,2026-02-09 22:44:49+00:00,"Great video. One thing I really need to say.... Been a mechanic about 26 years now, specialized in diagnostics. So many people have come to me showing me what chat GPT said what the vehicle needs, and more than half the time it was dead wrong. To me it's like a doctor's diagnosis, it can give you the most likely causes, but how many causes are there for the same headache? Many. And when we get into actually checking the car out, we'll, this is what I believe the limit of Artificial. It's a great tool, but for some reason people think it can actually "" pick up a wrench"" so-to-speak for a particular situation. Anyways, learned a lot from your video, thanks.",positive,0.8779,0.102,0.035,0.863,0.863
hOe0maWOhp8,,,2025-08-27 09:45:58+00:00,,youtube_comment,UgzzSlMsgWTJVST8Zqp4AaABAg,I love how you broke everything down step-by-step.,@RoyClark-c3x,11.0,2025-08-27 09:45:58+00:00,I love how you broke everything down step-by-step.,positive,0.34,0.323,0.215,0.462,0.462
hOe0maWOhp8,,,2025-07-21 23:31:51+00:00,,youtube_comment,Ugxss2U30Ymz_fW-C0R4AaABAg,I'm 82.  I bought a new piano bench which need the legs attached.  There were 2 kinds of washers and  I asked AI which washer goes first.  It detailed it for me and made it simple.  Then I was trying to train a new robot vaccuum and getting stuck.  AI solved all the problems I was having with the manual and got me sorted out.  I love it!,@jackied8631,36.0,2025-07-21 23:31:51+00:00,I'm 82. I bought a new piano bench which need the legs attached. There were 2 kinds of washers and I asked AI which washer goes first. It detailed it for me and made it simple. Then I was trying to train a new robot vaccuum and getting stuck. AI solved all the problems I was having with the manual and got me sorted out. I love it!,positive,0.4389,0.088,0.062,0.85,0.85
hOe0maWOhp8,,,2025-06-29 00:57:12+00:00,,youtube_comment,UgzOmZxC0LGfh7D6T5B4AaABAg,63 and falling in love with ChatGpt already.  Thank you!😍,@thinkathena2,22.0,2025-06-29 00:57:12+00:00,63 and falling in love with ChatGpt already. Thank you!,positive,0.75,0.448,0.103,0.449,0.449
hOe0maWOhp8,,,2025-08-25 23:59:49+00:00,,youtube_comment,UgzsSVycfaeq6tYDkIp4AaABAg,OMG! Is this the Senior ChatGPT Club? The reviews are over 60 yrs old. I love it.,@countthecost7201,34.0,2025-08-25 23:59:49+00:00,OMG! Is this the Senior ChatGPT Club? The reviews are over 60 yrs old. I love it.,positive,0.6696,0.219,0.0,0.781,0.781
hOe0maWOhp8,,,2025-03-21 19:06:11+00:00,,youtube_comment,UgxVOQt9AXnNr2bk8Et4AaABAg,"New subscriber here. I already know about ChatGPT, but wanted to see what you had to say. I love your style, straightforward and NO MUSIC. You didn't waste one second of my time with this video and I look forward to more! Thank you!",@Miami7,75.0,2025-03-21 19:06:11+00:00,"New subscriber here. I already know about ChatGPT, but wanted to see what you had to say. I love your style, straightforward and NO MUSIC. You didn't waste one second of my time with this video and I look forward to more! Thank you!",positive,0.8799,0.229,0.068,0.702,0.702
hOe0maWOhp8,,,2025-07-24 13:03:33+00:00,,youtube_comment,UgypSlvVz3dNRDRgAJJ4AaABAg,Thank you for explaining what ChatGPT in a simple way,@TheCareChannel-e5c,5.0,2025-07-24 13:04:41+00:00,Thank you for explaining what ChatGPT in a simple way,positive,0.3612,0.217,0.0,0.783,0.783
hOe0maWOhp8,,,2025-07-18 16:59:07+00:00,,youtube_comment,UgxO5P_SGm10NvYJ7754AaABAg,I like the fridge picture - dinner idea,@brenro4125,4.0,2025-07-18 16:59:07+00:00,I like the fridge picture - dinner idea,positive,0.3612,0.263,0.0,0.737,0.737
hOe0maWOhp8,,,2025-07-07 01:50:34+00:00,,youtube_comment,UgwbRpknqR7vGzrkQ8N4AaABAg,I'm  79 in 3 months. I really liked this  segment on using AI. It got me fired up and ready to go!  I'm going to start using it tomorrow.  My head is filled with ideas of possibilities I can use it for my work. Thank you so mech. 🙏🏻❤🤩,@floygrace6559,20.0,2025-07-07 01:50:34+00:00,I'm 79 in 3 months. I really liked this segment on using AI. It got me fired up and ready to go! I'm going to start using it tomorrow. My head is filled with ideas of possibilities I can use it for my work. Thank you so mech.,positive,0.5838,0.15,0.064,0.786,0.786
hOe0maWOhp8,,,2026-03-02 11:58:27+00:00,,youtube_comment,UgwH8gmT-_tr3diiykd4AaABAg,Thank you❤,@edwardescovidal,0.0,2026-03-02 11:58:27+00:00,Thank you,positive,0.3612,0.714,0.0,0.286,0.714
hOe0maWOhp8,,,2025-05-05 08:57:48+00:00,,youtube_comment,UgzIOJihp7LMtOrWPAZ4AaABAg,Thanks so much. This was exactly the intro video I was seeking. Going to share it with my 83 year old mum too as I can see she’ll have a lot of fun with it😊,@SaraSmelt,16.0,2025-05-05 08:57:48+00:00,Thanks so much. This was exactly the intro video I was seeking. Going to share it with my 83 year old mum too as I can see shell have a lot of fun with it,positive,0.8126,0.208,0.0,0.792,0.792
hOe0maWOhp8,,,2026-02-01 16:18:33+00:00,,youtube_comment,UgzoTLgt96Sh8RkDle94AaABAg,Thank you for this!,@djekintv,0.0,2026-02-01 16:18:33+00:00,Thank you for this!,positive,0.4199,0.482,0.0,0.518,0.518
hOe0maWOhp8,,,2026-02-20 06:48:59+00:00,,youtube_comment,UgzF1H6c07TwBOOlOU14AaABAg,Thank you. New subscriber,@DannyKrebs-e9l,0.0,2026-02-20 06:48:59+00:00,Thank you. New subscriber,positive,0.3612,0.455,0.0,0.545,0.545
hOe0maWOhp8,,,2025-11-12 10:07:15+00:00,,youtube_comment,UgwuIhx8LorC2y27lpd4AaABAg,"Awesome, thank you so much for your kind generosity and time!! Cheers!!😀😀💕",@elizabethchristianc.omalle4329,2.0,2025-11-12 10:07:15+00:00,"Awesome, thank you so much for your kind generosity and time!! Cheers!!",positive,0.9557,0.715,0.0,0.285,0.715
hOe0maWOhp8,,,2025-08-11 04:29:46+00:00,,youtube_comment,UgzAJdNDVeY_XVQsNzp4AaABAg,"nice, never mind how old i am :-)  --- cool video",@rayunseitig6367,2.0,2025-08-11 04:29:46+00:00,"nice, never mind how old i am :-) --- cool video",positive,0.7506,0.481,0.0,0.519,0.519
zqVtHYFYQY8,ChatGPT Tutorial 2025: How to Use ChatGPT - Beginner to Pro!,Daragh Walsh,2023-10-26 17:55:01+00:00,In this up-to-date ChatGPT tutorial you are going learn how to use ChatGPT and go from beginner to pro in 1 hour! This full ...,youtube_video,,,,,,,,,,,,
zqVtHYFYQY8,,,2024-03-20 15:40:38+00:00,,youtube_comment,UgyTbPPqL_08O1tCz314AaABAg,Thanks so much for this Daragh. This is my introduction to ChatGPT - I'm 74 - the pace and depth of content is just perfect for me.,@wwflyfisher,25.0,2024-03-20 15:40:38+00:00,Thanks so much for this Daragh. This is my introduction to ChatGPT - I'm 74 - the pace and depth of content is just perfect for me.,positive,0.765,0.209,0.0,0.791,0.791
zqVtHYFYQY8,,,2024-04-05 14:13:59+00:00,,youtube_comment,UgzBY_IDrN8Mb2WGjbZ4AaABAg,Each minute spent watching this is worth,@wah823,3.0,2024-04-05 14:13:59+00:00,Each minute spent watching this is worth,positive,0.2263,0.241,0.0,0.759,0.759
